"codigo_mesa";"codigo_prato";"quantidade_pedido";"codigo_situacao_pedido"
125;199;"1";3
8995;652;"5";3
2560;255;"3";3
5003;393;"4";2
3987;827;"2";3
9323;127;"5";3
9600;179;"3";3
6857;841;"5";3
4217;50;"4";3
886;902;"3";2
3696;978;"1";2
5094;866;"6";3
2462;728;"4";3
9643;721;"1";3
1883;922;"5";3
8491;491;"1";2
3270;908;"6";3
1249;159;"1";3
4517;517;"6";2
2356;188;"6";2
9555;248;"2";3
5844;165;"1";3
5462;615;"5";3
3782;271;"6";3
129;879;"1";2
9982;845;"5";2
4247;151;"6";3
2030;429;"2";3
7225;611;"2";3
4368;259;"2";2
5256;317;"1";3
9652;664;"4";3
5240;728;"2";2
4612;578;"3";2
2318;522;"1";3
5040;603;"6";3
3814;171;"3";2
5429;878;"6";2
1071;674;"5";3
4551;166;"5";3
4640;588;"5";3
7495;592;"3";2
7714;489;"6";3
3450;418;"2";2
6630;359;"4";3
5231;987;"2";3
8370;401;"4";3
2718;830;"5";3
4297;459;"5";3
145;971;"4";2
2124;865;"3";3
3038;403;"3";3
9463;364;"1";2
7403;698;"2";3
6290;845;"2";3
3316;865;"5";2
7157;606;"4";2
555;899;"1";3
5825;164;"6";2
592;579;"1";3
8555;550;"4";3
5899;314;"6";2
5552;233;"4";2
6230;88;"1";3
8925;60;"1";2
4826;845;"5";2
886;964;"2";3
6860;820;"3";2
1933;86;"6";2
9996;712;"2";2
6807;859;"1";2
2481;598;"1";3
315;519;"1";3
2535;783;"3";3
9956;979;"4";3
6619;688;"3";3
8587;716;"2";3
2099;601;"5";3
5972;390;"5";2
9194;257;"3";3
9858;607;"2";3
2937;716;"1";2
5673;640;"1";2
4180;674;"1";3
7092;452;"4";2
2361;383;"2";2
6448;561;"6";2
518;50;"5";3
5606;881;"6";3
9203;806;"5";2
9603;169;"2";3
2382;781;"4";3
5960;553;"4";2
3148;647;"1";3
67;59;"6";2
404;181;"1";3
2152;64;"4";3
1108;21;"4";3
364;178;"6";3
2884;429;"1";3
7344;362;"3";3
7252;519;"5";3
564;29;"4";3
5909;721;"1";3
1424;204;"4";2
9409;994;"6";3
1134;8;"2";3
4283;423;"3";2
3608;114;"3";3
8181;426;"5";2
3058;113;"6";3
9397;770;"3";2
7806;335;"4";3
5009;800;"5";3
9743;667;"3";2
6623;191;"4";3
7416;366;"4";2
416;660;"2";2
3864;831;"5";3
2365;238;"4";2
3713;827;"3";3
3764;699;"5";2
1461;207;"4";3
1055;93;"3";3
7148;83;"1";3
1259;162;"1";3
6586;114;"5";2
1096;984;"3";2
8320;798;"2";3
4325;239;"3";3
1177;955;"2";2
5038;758;"3";3
9341;3;"1";3
4668;411;"5";3
9438;225;"5";3
8187;807;"3";3
684;983;"4";2
502;626;"3";3
1694;470;"3";2
9946;817;"1";2
3044;210;"2";3
5331;318;"1";3
6661;172;"6";3
1545;119;"4";2
2177;959;"5";2
6368;402;"2";3
3703;912;"2";3
6590;11;"5";2
9868;493;"4";3
6277;982;"6";2
6804;942;"6";3
1705;938;"3";2
1365;266;"3";2
4049;774;"2";2
1022;968;"3";2
4512;70;"1";2
2979;158;"6";2
3851;117;"3";2
957;369;"5";2
83;420;"2";3
5172;246;"1";2
5867;912;"5";2
1575;546;"6";2
3785;417;"3";2
9937;711;"2";3
8231;546;"5";2
984;917;"1";2
4145;997;"2";2
4445;522;"5";3
1245;711;"3";3
1304;998;"4";2
2133;331;"4";3
5526;704;"6";2
9417;285;"4";3
6278;204;"6";2
2506;851;"3";2
8532;822;"4";2
158;922;"1";2
3724;636;"2";2
7694;597;"6";2
8917;410;"1";2
4379;945;"2";2
7294;156;"1";3
6233;905;"4";2
886;961;"4";2
8411;794;"4";3
8268;335;"1";3
960;347;"4";3
1939;997;"3";2
3313;940;"6";2
8393;876;"2";2
5416;813;"3";3
8698;869;"5";3
5749;163;"1";2
6110;528;"5";3
7527;15;"5";3
369;583;"1";3
378;107;"3";3
6904;71;"3";3
7371;488;"2";2
5703;76;"1";2
3590;542;"3";2
3172;794;"6";3
4782;263;"6";2
3231;248;"1";2
7590;571;"3";3
1576;726;"4";2
7175;510;"4";2
9311;530;"5";2
4534;514;"5";2
9360;989;"5";3
1531;883;"3";3
2741;753;"5";3
7368;362;"2";3
9016;490;"6";3
3945;494;"1";3
703;38;"2";3
7313;847;"2";3
1340;741;"1";3
3589;321;"2";3
7785;31;"3";3
7557;773;"6";3
3602;962;"4";3
2060;634;"2";2
5900;54;"4";2
9734;476;"4";2
9336;958;"3";2
1338;614;"4";3
4833;242;"1";3
2987;841;"2";2
9527;278;"6";3
4107;792;"6";3
8587;116;"1";3
2157;149;"4";2
1999;672;"1";2
9776;868;"1";2
7234;492;"2";2
3726;920;"3";3
2991;539;"1";3
4788;874;"1";3
144;901;"4";3
2446;561;"2";2
1645;743;"6";2
5469;243;"4";2
9362;773;"5";2
2343;548;"3";3
6368;617;"5";2
2078;718;"1";3
1661;364;"4";2
5008;572;"3";3
7143;272;"2";3
9097;280;"1";2
4218;464;"1";2
7929;71;"1";2
4936;318;"2";3
6340;36;"1";2
6935;887;"6";2
2167;801;"2";2
5339;853;"4";3
2407;100;"4";3
4649;604;"3";3
6336;449;"3";2
3056;534;"4";3
3393;899;"5";3
1708;649;"1";2
2306;596;"4";2
1885;530;"4";3
4054;904;"4";2
1863;630;"2";2
6375;468;"6";2
5540;648;"5";2
5223;261;"5";3
3853;623;"3";2
9770;355;"1";2
4239;343;"4";2
2947;800;"1";2
4259;765;"5";2
350;206;"2";2
8660;448;"4";3
8707;846;"6";2
8208;69;"2";2
369;893;"1";2
2281;163;"6";2
8986;573;"2";3
2606;555;"5";2
8530;712;"6";3
1048;978;"4";3
9993;760;"5";3
8124;181;"6";3
2401;614;"1";3
3918;923;"1";2
1295;729;"5";2
8775;706;"1";2
6506;17;"1";2
9909;562;"2";3
283;710;"4";2
1347;494;"6";2
3109;489;"1";3
2152;339;"4";3
9033;219;"4";3
622;602;"2";2
7813;796;"2";2
5125;899;"5";2
1822;769;"4";3
1839;464;"6";3
684;324;"1";3
6529;792;"6";3
9260;956;"5";2
7814;374;"4";2
8940;502;"2";2
9665;820;"2";2
3183;910;"1";2
1683;827;"4";3
9202;624;"1";3
7733;159;"1";2
3847;941;"3";3
5658;739;"1";3
6893;921;"2";2
1599;801;"4";3
119;590;"2";2
2055;784;"2";2
8782;703;"4";2
6085;723;"1";3
4539;835;"3";2
476;643;"2";2
528;708;"6";3
4584;719;"5";3
4030;591;"4";2
8161;34;"6";2
4813;435;"4";2
4936;429;"6";3
1576;35;"4";2
4861;872;"2";3
3471;678;"5";3
2690;161;"6";3
5590;29;"4";2
9166;161;"5";2
3395;274;"3";3
5386;989;"5";2
9119;148;"3";3
556;160;"6";2
9681;927;"6";2
9090;551;"4";3
3701;486;"3";2
8825;657;"5";3
258;569;"1";2
9175;776;"3";2
4542;526;"1";3
2461;378;"3";3
1329;388;"1";2
6411;832;"2";2
5021;417;"6";2
9950;852;"1";3
201;981;"1";2
9076;556;"5";2
4348;289;"4";3
4308;991;"1";2
2515;917;"4";2
3693;916;"3";2
2516;505;"6";3
2569;519;"1";3
1028;515;"5";2
531;2;"6";2
3954;840;"1";3
9587;774;"4";2
1420;591;"4";3
4936;122;"6";3
2155;186;"1";3
769;860;"4";2
9316;62;"4";2
5671;690;"6";3
3497;340;"2";2
6384;786;"6";3
1365;44;"6";3
7674;94;"1";2
2158;812;"2";3
3956;484;"2";2
524;501;"3";3
8899;418;"3";2
3697;917;"5";3
1219;668;"4";2
3779;640;"4";2
3485;133;"2";3
8481;359;"1";3
1676;490;"2";2
5259;551;"3";2
6623;973;"1";3
2524;872;"5";3
1075;487;"3";2
9959;165;"5";3
2063;998;"4";3
9557;885;"5";3
4801;869;"4";2
7721;383;"3";2
1314;63;"2";2
469;778;"4";2
1094;371;"2";2
8628;953;"1";2
6860;345;"3";2
5656;11;"3";3
4574;679;"4";3
9599;492;"1";3
407;934;"4";2
9586;349;"2";3
5998;942;"4";2
6251;229;"1";3
9383;278;"2";3
7774;720;"1";2
5945;24;"4";3
3990;524;"4";3
421;211;"5";2
2904;717;"4";2
7121;119;"1";2
8622;42;"6";2
7621;370;"2";3
5718;518;"2";2
7752;607;"1";3
6587;851;"2";3
7037;614;"6";3
7145;820;"6";2
4140;426;"5";3
6946;980;"2";3
4591;170;"1";3
8656;337;"3";2
1079;701;"3";3
2309;157;"3";3
777;931;"6";2
6376;111;"2";2
3826;43;"5";2
2330;562;"3";3
4031;586;"1";3
4635;117;"4";3
4363;810;"2";2
4368;704;"6";3
8373;285;"6";3
6643;802;"2";2
7671;932;"1";2
5326;514;"6";3
7682;530;"1";2
1955;616;"3";2
4672;324;"4";3
7221;349;"3";2
1597;817;"2";2
6767;533;"6";3
2368;26;"1";2
4880;375;"2";2
5164;982;"6";2
9316;23;"1";2
1012;537;"4";3
445;223;"1";2
3272;192;"6";2
7776;138;"5";2
7015;318;"1";3
715;141;"3";3
2545;578;"3";2
1497;726;"4";2
1571;303;"4";3
5757;287;"2";3
2990;493;"3";3
2597;108;"6";3
3145;161;"5";2
9532;685;"2";3
9512;316;"3";2
3418;48;"5";3
5221;615;"4";2
8338;490;"6";2
8446;653;"5";2
3494;33;"4";2
7629;500;"2";3
6146;292;"3";3
2571;988;"6";2
2669;901;"6";3
2806;471;"4";2
8126;180;"5";2
5854;650;"4";2
3993;52;"3";2
4566;416;"2";3
2731;482;"2";3
8888;284;"5";2
3450;807;"4";3
1603;976;"4";3
6287;315;"6";3
4307;930;"1";3
243;125;"4";2
3582;962;"6";3
4808;635;"2";2
9088;933;"3";2
8028;892;"1";3
6793;136;"6";2
8685;720;"2";2
2705;991;"1";2
8312;684;"1";2
4569;919;"3";3
3085;153;"6";3
4271;414;"3";3
8147;228;"4";2
7346;448;"5";2
1550;519;"3";3
3423;752;"6";2
9143;412;"3";2
4831;914;"2";3
9431;214;"5";3
5429;670;"4";2
3209;911;"3";3
7804;818;"2";2
2171;529;"6";3
1475;834;"2";3
6566;121;"3";2
8752;804;"6";3
9638;168;"2";2
6589;995;"6";3
816;840;"1";2
703;995;"1";3
452;631;"2";3
9533;816;"1";2
8584;676;"2";3
4854;58;"1";2
1420;539;"5";3
3531;126;"5";2
5501;747;"2";3
7000;621;"2";2
8383;770;"1";2
931;849;"2";3
2905;840;"2";3
9965;10;"4";2
1911;330;"5";2
9404;873;"2";2
4057;956;"1";3
4470;221;"1";2
1573;405;"3";2
1224;952;"5";3
620;769;"6";3
1789;408;"4";2
8055;226;"3";3
5725;220;"6";3
2919;632;"4";2
5069;863;"3";2
5468;93;"4";2
9944;916;"1";2
9596;110;"6";3
2901;235;"2";3
737;38;"5";2
5282;398;"5";2
2890;514;"3";3
6727;502;"2";2
7720;136;"1";2
131;909;"6";2
2775;957;"1";3
7163;12;"6";3
6255;910;"2";3
6707;247;"1";3
8119;763;"1";3
7518;403;"6";3
2440;406;"1";3
2767;717;"2";2
6088;922;"4";2
889;367;"4";2
7879;657;"5";2
1897;497;"6";2
5216;560;"1";2
7583;351;"3";3
8680;678;"4";2
9979;139;"5";2
3864;342;"1";2
5438;591;"4";3
8819;602;"5";2
4927;33;"5";2
6428;481;"3";3
9565;379;"3";3
7391;89;"4";3
3339;341;"4";3
113;21;"2";2
9212;907;"2";2
7748;971;"5";2
6499;1000;"6";2
4822;86;"3";3
3608;727;"4";3
9901;822;"1";2
118;640;"3";2
1379;847;"4";3
5136;249;"3";2
4035;737;"3";2
601;383;"4";3
8208;717;"1";2
7615;773;"6";3
6813;179;"5";2
6994;265;"1";3
9402;584;"6";2
2281;326;"4";2
7100;392;"2";3
4489;672;"3";2
4261;199;"4";2
6739;659;"1";2
2559;146;"2";2
8412;359;"5";2
3224;953;"1";2
4304;183;"2";2
9178;622;"5";2
5842;643;"3";2
265;228;"5";3
8488;3;"2";2
6032;898;"5";2
3106;509;"6";2
347;256;"1";2
4130;101;"6";2
1388;149;"4";3
6793;35;"3";2
2578;664;"2";2
2494;267;"1";3
6361;543;"6";3
1708;345;"1";3
6607;356;"4";3
7689;811;"6";3
684;225;"3";2
9984;582;"6";3
1307;254;"6";2
5632;655;"6";2
1880;411;"2";2
3861;407;"3";3
7871;349;"5";3
5395;421;"2";2
9982;192;"4";3
9411;498;"5";2
5551;588;"1";2
6456;790;"5";2
9625;966;"4";2
962;826;"4";3
839;383;"5";3
973;121;"3";3
1571;362;"5";3
6137;372;"5";3
6030;297;"1";3
2087;34;"3";3
2650;470;"6";2
7684;170;"5";3
4472;972;"2";3
6211;117;"6";2
6789;512;"2";3
7227;163;"1";2
1353;361;"1";3
2059;876;"1";3
280;483;"4";3
6389;763;"3";2
2962;66;"2";3
6962;77;"6";3
6015;672;"3";2
5615;630;"1";3
9773;801;"4";2
3681;157;"2";2
9175;783;"4";2
8014;689;"1";2
1331;716;"1";3
1395;288;"3";3
8511;801;"3";3
6484;293;"5";3
6783;181;"3";3
6748;942;"6";3
141;389;"3";3
1874;594;"2";3
6672;563;"1";3
9931;298;"2";2
5762;687;"5";3
4634;743;"1";2
2918;341;"2";2
7026;497;"1";2
2540;439;"4";3
832;299;"1";2
261;407;"3";2
2196;722;"3";2
7547;623;"3";3
5796;556;"2";3
6106;896;"3";3
1530;165;"5";3
1807;948;"1";3
1293;230;"2";3
3995;499;"1";2
145;809;"1";2
3441;288;"2";3
5033;888;"6";3
8466;550;"3";3
6728;274;"2";2
3788;802;"1";2
8915;812;"3";3
3087;302;"1";2
3336;785;"4";2
7021;480;"4";2
1999;765;"4";2
7920;199;"5";2
1604;247;"3";2
8270;602;"2";2
9489;396;"4";2
6817;286;"2";3
6793;714;"4";2
8248;15;"3";2
9582;518;"3";2
788;916;"4";2
1671;675;"5";2
8166;653;"5";3
3608;294;"1";2
4695;29;"2";2
2394;514;"3";3
2591;888;"3";2
6623;382;"5";3
2273;429;"4";2
5074;81;"2";2
3658;583;"1";2
4930;776;"5";3
6048;753;"4";2
6441;609;"4";2
28;197;"4";3
2027;73;"2";2
9524;800;"5";3
4586;716;"5";2
9246;109;"4";2
2390;824;"4";3
2393;204;"5";3
8688;99;"5";2
4093;374;"1";2
2350;183;"2";3
4548;24;"1";2
2033;278;"4";3
1017;527;"3";2
862;974;"1";3
2674;684;"6";3
2857;82;"4";3
3623;399;"4";3
5825;53;"6";2
796;837;"6";2
1828;170;"6";3
3979;496;"4";3
1980;14;"6";3
5293;575;"2";3
3675;448;"2";2
6661;368;"2";2
9717;931;"1";3
6064;550;"1";3
6374;430;"6";2
8160;497;"3";2
776;983;"3";2
7340;571;"5";2
6365;400;"5";3
7723;141;"1";3
471;575;"4";2
2065;994;"5";3
8548;568;"6";2
7621;313;"4";2
3840;701;"4";3
6903;29;"4";2
5955;334;"6";3
8648;496;"3";2
7549;829;"1";2
6603;981;"3";3
1700;191;"1";3
9849;824;"1";3
2695;199;"4";2
3005;225;"4";3
2452;257;"3";2
4571;333;"6";3
7393;175;"6";2
1848;140;"3";3
3208;793;"1";2
5699;188;"2";3
5991;267;"3";3
6601;108;"4";3
1;145;"1";3
3583;595;"5";3
5576;819;"4";3
2316;774;"2";3
3152;118;"1";3
1423;447;"6";3
5745;439;"1";2
6731;638;"4";2
6596;817;"3";2
9329;135;"5";3
4883;284;"2";2
6452;978;"4";2
6764;232;"6";2
6854;255;"2";2
6388;219;"6";2
6357;740;"3";2
7521;399;"3";2
372;553;"5";2
9254;906;"5";2
8581;198;"3";2
5638;835;"1";3
6539;215;"6";3
8417;290;"6";3
7190;326;"4";2
734;152;"5";3
9511;39;"1";2
5126;255;"2";3
3895;521;"5";2
1912;243;"5";2
8156;388;"6";3
2283;894;"5";3
6466;373;"5";3
6682;272;"1";3
1758;30;"1";2
4602;637;"3";2
1116;51;"2";2
3450;723;"6";2
3690;702;"4";3
6747;868;"3";3
3775;753;"5";3
7826;161;"2";2
326;394;"4";3
7629;967;"1";2
7154;4;"1";2
2933;756;"4";2
3281;8;"2";2
6673;342;"1";3
4595;199;"1";3
7641;624;"1";2
8506;816;"4";2
7053;675;"5";3
1560;856;"2";3
1410;455;"1";2
7906;82;"4";3
5782;927;"2";3
7512;840;"2";2
6892;726;"5";2
150;62;"5";3
2085;354;"6";2
7901;758;"4";2
1142;851;"2";3
9291;822;"1";2
7430;539;"5";3
6370;763;"5";3
1406;994;"4";2
2084;969;"1";3
214;55;"6";2
3936;339;"3";3
7311;167;"1";2
1097;204;"3";3
1288;752;"2";3
8590;408;"1";2
3920;714;"4";2
6328;627;"2";2
4463;313;"4";3
6716;234;"2";2
3557;950;"5";3
1058;992;"2";2
8757;563;"6";2
6173;858;"1";3
3899;614;"6";3
6123;84;"1";3
6544;346;"6";2
157;589;"2";3
7814;522;"3";3
4834;892;"4";3
6038;933;"6";3
2140;271;"6";2
6814;364;"3";2
3606;927;"2";3
4963;108;"6";2
2955;809;"2";3
7923;919;"2";2
2302;253;"1";2
4512;233;"6";2
3467;937;"5";3
4156;263;"6";2
1941;586;"4";2
9855;553;"6";3
2964;124;"6";3
5715;705;"2";3
7645;586;"5";3
5122;555;"6";3
4949;457;"2";3
7450;888;"1";3
5614;759;"1";3
4544;111;"2";2
8213;955;"6";3
2554;261;"1";2
4606;594;"6";3
6981;91;"3";3
6540;828;"2";3
9068;752;"3";3
3172;534;"2";3
1844;626;"5";3
6045;146;"1";2
653;765;"3";2
3460;481;"3";3
8393;132;"6";3
2962;54;"4";2
7275;599;"5";2
2407;673;"6";3
6227;932;"1";3
3033;783;"6";2
5709;745;"1";2
8474;192;"5";3
11;93;"5";3
4287;181;"3";2
4995;894;"4";2
5244;719;"5";2
9045;910;"2";2
3241;521;"5";2
2631;623;"2";2
6513;682;"4";3
1149;957;"2";3
7520;588;"1";2
2353;612;"5";2
9515;538;"3";3
4723;555;"2";3
4882;439;"3";2
3872;226;"6";2
9920;43;"3";2
4064;958;"5";2
6573;77;"6";3
9668;75;"4";3
1681;143;"2";2
2949;770;"6";2
7521;705;"2";2
9578;450;"6";3
8587;919;"2";3
3258;274;"6";2
4542;614;"3";3
179;95;"2";3
3304;258;"3";3
2244;207;"3";2
6925;704;"4";2
2619;464;"4";2
738;528;"2";2
3125;873;"5";3
7355;63;"1";2
6192;516;"3";2
2906;72;"2";2
3325;951;"1";2
9870;601;"2";3
4389;24;"4";2
4127;598;"2";3
6395;603;"5";3
1026;885;"6";3
1283;757;"4";2
6653;958;"2";2
2050;987;"3";3
4450;431;"3";3
5456;441;"5";3
8568;269;"1";3
7156;87;"1";3
9516;541;"1";3
8608;913;"4";3
4991;247;"1";2
4702;293;"1";2
9880;844;"1";2
7365;369;"1";3
2773;679;"4";3
5780;367;"4";2
9414;259;"2";3
4230;855;"5";3
7635;23;"2";3
9287;985;"1";3
2313;257;"2";2
9653;432;"4";2
3520;806;"6";3
4794;234;"2";3
9360;201;"3";3
2811;9;"3";3
2829;941;"3";2
123;936;"4";2
6213;726;"2";2
758;67;"6";3
4577;780;"2";2
311;400;"3";3
3297;487;"6";3
626;486;"5";3
6463;695;"6";2
4422;775;"6";2
1868;775;"6";2
23;362;"2";3
8892;628;"2";2
7353;951;"6";3
7238;628;"3";2
4320;255;"5";3
3151;684;"5";2
3904;709;"5";3
3156;646;"2";2
1004;450;"4";2
8241;923;"5";3
4895;531;"6";3
6694;164;"1";2
5967;713;"1";2
579;784;"6";3
1486;190;"1";2
9917;39;"2";3
740;730;"4";2
887;855;"1";3
7974;934;"2";2
431;984;"5";3
6104;948;"2";2
4240;77;"4";2
8151;135;"6";2
430;528;"4";3
2693;631;"1";3
9849;399;"6";2
9704;805;"1";3
3103;133;"3";2
6735;704;"1";2
625;749;"1";3
3783;343;"2";3
2069;461;"5";3
6582;36;"6";2
4534;312;"2";3
2742;636;"2";3
7759;823;"1";2
4723;159;"5";2
6065;726;"1";3
1906;698;"5";2
7132;98;"1";2
9255;216;"3";3
696;951;"4";3
2315;625;"4";3
462;907;"4";3
45;304;"5";2
4020;970;"4";2
3389;290;"6";3
1402;985;"4";3
51;409;"3";3
4923;996;"6";2
8887;747;"6";3
8985;399;"4";3
8076;345;"1";2
8063;667;"4";3
8583;748;"3";3
3145;7;"6";3
2729;601;"3";2
1381;41;"2";2
7847;654;"3";2
3965;235;"4";3
8587;195;"5";3
165;696;"6";2
5314;717;"4";3
8864;126;"4";3
7687;93;"3";2
6681;488;"2";2
3153;897;"4";3
678;953;"1";3
1075;705;"1";3
3057;359;"5";3
7853;560;"1";2
8640;390;"2";3
918;440;"2";2
7935;311;"4";2
858;305;"4";3
563;27;"1";3
4693;354;"2";3
8850;251;"2";3
5882;256;"6";2
856;829;"5";2
3347;373;"1";3
190;43;"4";3
157;638;"3";3
9575;888;"4";2
5453;637;"2";3
1495;693;"2";2
828;509;"4";2
8739;309;"1";3
829;824;"5";3
4867;247;"3";3
6735;392;"4";2
2594;453;"2";2
8980;264;"4";2
7881;923;"3";3
8771;788;"5";3
6471;302;"1";2
2752;463;"2";3
6486;948;"4";2
3637;240;"5";2
5486;550;"6";3
1785;160;"5";3
1094;566;"4";2
4619;42;"4";2
1339;1;"6";3
417;347;"6";2
8237;287;"4";2
3623;952;"1";2
3891;909;"4";3
8531;812;"4";2
6550;618;"5";2
4385;760;"3";3
6649;825;"6";3
7558;58;"4";3
7652;166;"1";3
5543;701;"1";2
8791;385;"6";3
1563;912;"5";3
1904;409;"3";3
6524;753;"6";3
6595;819;"4";2
9256;472;"1";2
8264;761;"4";3
1231;32;"2";3
6008;827;"5";3
775;97;"1";3
9570;945;"1";2
3881;285;"2";2
7662;229;"6";3
4564;120;"4";3
2052;118;"4";2
6762;628;"3";3
8557;524;"1";2
7091;349;"6";2
4714;222;"1";3
7345;598;"4";2
1005;503;"4";2
8576;328;"1";2
3807;533;"4";3
2744;53;"4";3
8167;223;"4";3
6242;784;"5";2
7328;473;"4";3
8692;258;"1";2
9494;236;"5";2
478;926;"5";2
5738;561;"1";3
2369;432;"2";2
5818;578;"4";2
8226;901;"1";2
9133;313;"4";2
2100;936;"3";2
9102;499;"4";3
4000;381;"5";2
1414;464;"3";2
2375;237;"6";3
8358;325;"6";2
1923;913;"5";3
6219;46;"4";3
9266;730;"2";2
5168;378;"5";3
1252;49;"3";2
8541;662;"1";2
6053;42;"4";3
8393;356;"1";3
1659;291;"4";3
9162;6;"3";2
4908;46;"3";3
9677;163;"2";2
8113;366;"1";3
9358;498;"5";2
738;127;"5";2
9019;425;"4";2
3924;447;"5";2
8279;951;"3";2
9207;339;"5";3
4995;365;"6";2
9125;624;"4";2
2378;53;"5";2
5531;643;"2";3
4397;380;"3";3
8794;652;"2";3
328;779;"4";2
567;539;"4";2
6501;710;"5";2
6980;808;"3";2
2752;536;"4";3
6760;141;"1";2
8216;679;"6";3
1625;641;"6";2
7915;510;"2";2
5966;102;"1";3
3958;956;"6";3
4812;735;"2";3
2897;294;"5";3
6293;305;"1";2
5620;13;"6";2
7366;24;"4";2
5287;264;"3";3
2238;796;"1";2
9771;355;"5";2
8859;65;"4";3
1876;290;"1";2
8447;852;"5";3
2770;841;"4";2
9612;965;"4";3
2990;673;"3";2
9059;676;"6";2
8491;167;"6";2
5962;363;"3";3
8133;507;"5";3
3508;308;"2";3
269;716;"4";3
4153;271;"2";3
8483;889;"3";2
4386;440;"6";3
6243;959;"6";3
199;82;"5";2
1896;329;"3";2
8745;529;"6";2
8341;975;"5";2
1269;460;"5";2
8022;117;"2";3
8018;887;"2";2
9953;835;"4";2
4267;318;"2";2
5360;789;"3";2
7190;340;"3";3
9623;700;"3";3
4592;463;"1";3
12;125;"1";3
4104;607;"6";2
7790;402;"6";2
2958;228;"6";3
7110;668;"3";2
6914;694;"6";3
8428;547;"2";3
956;96;"2";3
7040;94;"4";2
9122;297;"2";3
4955;164;"5";2
7333;424;"4";2
4197;424;"5";3
4792;954;"5";3
6943;339;"6";2
1860;834;"6";2
9401;891;"5";3
1715;401;"1";2
8523;413;"2";2
4088;963;"2";2
5056;520;"4";2
479;558;"5";2
562;933;"2";2
45;554;"2";2
8274;322;"6";3
9487;359;"5";2
8053;531;"2";3
7057;690;"6";2
8507;665;"4";3
4635;646;"4";3
4178;942;"2";3
5552;801;"1";3
2189;861;"3";3
2105;821;"3";3
7989;717;"4";2
7118;651;"3";3
2023;879;"5";2
6476;228;"1";3
9955;897;"6";2
5904;294;"3";3
3544;241;"5";2
5808;381;"1";2
8343;333;"5";2
9816;964;"3";2
7547;651;"2";2
3986;417;"4";2
9065;479;"6";3
8479;716;"2";2
6417;312;"1";3
8534;773;"3";2
3025;57;"5";3
7308;302;"1";3
3061;255;"2";2
7061;400;"1";2
2591;5;"5";3
2761;427;"6";2
7406;229;"4";3
9804;886;"3";3
7981;267;"5";2
3225;833;"1";2
5972;738;"4";3
2080;154;"1";2
597;875;"5";2
7924;162;"6";2
3478;837;"3";3
5328;60;"5";2
1452;439;"1";3
4814;838;"1";3
1541;585;"1";3
2292;339;"5";3
7305;673;"4";3
5719;651;"6";3
5553;937;"4";3
9471;160;"3";2
1447;473;"1";3
2984;639;"6";2
1183;758;"6";3
5498;256;"1";2
3189;969;"2";3
8179;287;"1";2
8165;81;"6";3
649;879;"3";2
3129;809;"2";3
6084;477;"1";3
1085;31;"2";3
4193;107;"3";2
2195;686;"2";3
2377;780;"5";2
667;207;"1";3
7063;449;"1";2
4930;555;"1";2
1119;847;"5";3
9877;1;"4";3
1077;162;"6";3
5714;21;"1";3
8848;15;"5";2
2882;547;"2";2
7961;625;"3";3
9136;554;"2";3
8951;481;"5";3
229;348;"4";2
9535;472;"5";2
8668;978;"2";2
2820;941;"1";3
6135;471;"5";3
3452;863;"6";3
107;151;"2";2
8030;298;"1";3
5151;760;"4";2
9895;24;"1";2
9438;322;"6";3
9388;738;"2";3
5565;442;"4";2
2496;736;"2";3
705;874;"6";3
7049;192;"5";2
1656;559;"4";3
9591;318;"4";3
1874;885;"2";3
392;345;"1";3
6258;14;"6";2
1430;943;"6";2
6043;360;"6";3
4068;521;"1";2
8208;462;"5";2
8424;700;"3";2
3671;102;"5";2
688;276;"4";3
11;686;"1";3
6385;131;"5";3
1532;276;"5";3
3399;717;"5";3
1790;665;"6";2
9536;321;"6";2
1714;827;"5";3
631;815;"4";3
2445;986;"4";3
3;307;"5";2
4233;890;"6";3
9368;194;"1";2
3428;567;"4";2
4835;670;"4";3
4891;304;"5";3
736;734;"5";3
6844;131;"6";2
7922;660;"6";3
8031;613;"3";3
9853;508;"3";3
1506;681;"3";3
3402;29;"4";2
8998;913;"2";3
2474;574;"3";2
6332;34;"2";3
868;260;"6";3
3813;418;"6";2
8434;684;"5";3
6320;497;"5";2
2382;989;"3";3
4089;665;"2";2
8243;320;"6";3
9284;572;"3";2
2897;286;"1";3
805;641;"6";2
3604;768;"1";3
8547;903;"6";3
5629;772;"6";3
784;84;"1";2
3009;891;"4";2
6945;981;"5";3
4062;329;"2";2
5596;489;"1";3
4976;419;"4";3
4882;107;"4";3
5583;202;"1";2
3142;900;"5";2
3091;420;"4";3
8563;587;"6";3
5871;818;"5";2
7730;786;"5";3
3929;556;"2";3
6169;450;"2";3
2740;722;"5";3
8832;434;"2";3
6968;442;"6";2
7722;406;"4";3
6890;410;"2";2
2973;376;"4";2
8444;983;"2";2
7288;241;"3";3
4760;188;"3";3
952;747;"5";3
1255;743;"1";3
1643;264;"2";3
7023;237;"5";3
9808;890;"1";3
3644;42;"5";2
6660;71;"2";2
5492;114;"3";3
1891;259;"2";3
2208;65;"3";3
7159;938;"3";3
4063;633;"5";3
2657;672;"3";3
6920;586;"2";2
1564;411;"4";2
869;635;"2";3
5399;596;"3";2
3974;801;"1";3
8758;586;"3";2
4277;160;"1";2
4213;127;"1";3
6983;951;"6";3
